State,Year,Month,Season,Temperature_C,Humidity_pct,Pressure_hPa,WindSpeed_mps,CloudCover_pct,Rainfall_mm
Haryana,2014,7,Monsoon,26.1,55.3,997.5,4.3,77.0,66.3
Haryana,2014,8,Monsoon,26.7,65.3,1020.2,4.3,66.4,55.0
Haryana,2014,9,Monsoon,28.2,76.3,1008.6,4.6,80.1,60.6
Haryana,2014,10,Post-Monsoon,27.0,33.3,1000.6,2.9,29.2,33.0
Haryana,2014,11,Post-Monsoon,27.0,37.2,1012.7,1.3,55.9,24.4
Haryana,2014,12,Winter,22.6,36.7,1017.0,2.2,27.2,37.8
Haryana,2015,1,Winter,23.1,49.1,1006.1,1.1,36.6,35.0
Haryana,2015,2,Winter,24.3,44.4,1014.4,0.9,63.3,47.8
Haryana,2015,3,Pre-Monsoon,31.4,38.3,1015.2,1.2,41.8,30.3
Haryana,2015,4,Pre-Monsoon,30.1,50.6,1004.4,1.8,41.9,72.8
Haryana,2015,5,Pre-Monsoon,29.7,49.7,1012.3,4.4,8.8,23.7
Haryana,2015,6,Monsoon,23.7,44.9,1015.1,4.6,70.7,52.8
Haryana,2015,7,Monsoon,33.2,62.9,1016.6,3.9,79.4,62.9
Haryana,2015,8,Monsoon,26.2,79.6,1021.2,4.6,40.4,45.1
Haryana,2015,9,Monsoon,32.4,63.2,1020.7,5.9,78.3,52.8
Haryana,2015,10,Post-Monsoon,22.1,50.5,1007.3,2.7,16.3,24.5
Haryana,2015,11,Post-Monsoon,27.1,47.1,1005.2,3.7,26.0,9.5
Haryana,2015,12,Winter,22.8,45.3,1014.1,3.9,31.5,31.0
Haryana,2016,1,Winter,20.8,51.6,1014.3,2.1,6.4,59.3
Haryana,2016,2,Winter,20.5,40.3,1015.5,1.3,12.6,0.0
Haryana,2016,3,Pre-Monsoon,31.4,40.6,1033.5,1.5,21.2,16.6
Haryana,2016,4,Pre-Monsoon,30.5,41.2,1017.3,1.5,14.3,0.0
Haryana,2016,5,Pre-Monsoon,25.6,40.9,1010.9,1.9,53.7,87.6
Haryana,2016,6,Monsoon,26.3,50.6,1009.0,3.9,65.1,64.9
Haryana,2016,7,Monsoon,25.7,61.9,1008.6,4.7,80.4,79.8
Haryana,2016,8,Monsoon,29.5,57.2,1001.7,4.9,62.7,90.2
Haryana,2016,9,Monsoon,22.2,76.1,1017.7,3.0,52.8,114.3
Haryana,2016,10,Post-Monsoon,25.5,38.3,997.1,2.1,31.6,63.7
Haryana,2016,11,Post-Monsoon,24.2,32.8,1016.2,3.5,11.4,44.0
Haryana,2016,12,Winter,23.1,53.7,1012.5,-0.0,32.7,74.6
Haryana,2017,1,Winter,21.2,41.9,1011.8,-0.4,60.1,50.5
Haryana,2017,2,Winter,24.0,44.3,1021.8,2.9,31.5,25.2
Haryana,2017,3,Pre-Monsoon,31.6,30.0,1017.5,1.4,53.8,57.3
Haryana,2017,4,Pre-Monsoon,31.3,45.7,1000.7,1.6,45.1,66.5
Haryana,2017,5,Pre-Monsoon,32.4,48.2,1006.2,1.7,36.5,9.4
Haryana,2017,6,Monsoon,30.3,68.5,1021.6,2.9,93.7,152.0
Haryana,2017,7,Monsoon,24.4,71.2,1013.0,3.0,82.4,120.1
Haryana,2017,8,Monsoon,25.8,74.3,1001.3,3.0,77.0,106.2
Haryana,2017,9,Monsoon,25.6,71.5,1016.7,5.4,73.2,106.8
Haryana,2017,10,Post-Monsoon,26.1,61.4,1007.3,4.6,35.5,34.8
Haryana,2017,11,Post-Monsoon,29.7,46.0,1019.0,3.7,40.1,40.2
Haryana,2017,12,Winter,25.0,45.0,1017.8,0.3,41.7,40.5
Haryana,2018,1,Winter,26.3,50.0,1014.7,3.0,20.0,72.6
Haryana,2018,2,Winter,27.0,48.1,1024.1,1.9,23.0,38.5
Haryana,2018,3,Pre-Monsoon,30.9,41.8,1016.8,2.8,20.0,44.8
Haryana,2018,4,Pre-Monsoon,31.7,46.4,1021.1,1.3,42.0,29.6
Haryana,2018,5,Pre-Monsoon,27.8,40.0,1006.4,2.0,31.8,63.6
Haryana,2018,6,Monsoon,26.4,52.3,1021.0,3.7,74.1,91.2
Haryana,2018,7,Monsoon,27.4,73.8,1016.4,3.6,100.0,121.6
Haryana,2018,8,Monsoon,26.7,72.7,1014.7,4.9,100.0,112.2
Haryana,2018,9,Monsoon,26.4,65.9,1020.5,3.0,45.5,56.0
Haryana,2018,10,Post-Monsoon,23.7,41.6,1016.5,1.6,13.6,30.6
Haryana,2018,11,Post-Monsoon,28.7,31.4,1018.7,3.3,49.3,75.2
Haryana,2018,12,Winter,27.4,42.2,1013.8,2.1,35.0,78.5
Haryana,2019,1,Winter,20.3,38.1,1022.6,3.5,29.6,70.9
Haryana,2019,2,Winter,23.7,57.0,1013.5,3.5,74.6,130.6
Haryana,2019,3,Pre-Monsoon,30.1,50.8,1010.4,4.9,37.7,66.3
Haryana,2019,4,Pre-Monsoon,28.3,53.8,1019.1,2.0,43.6,38.2
Haryana,2019,5,Pre-Monsoon,30.4,48.6,1025.0,1.7,15.8,18.1
Haryana,2019,6,Monsoon,24.3,75.7,1023.8,4.8,93.3,147.2
Haryana,2019,7,Monsoon,26.8,62.3,1010.8,3.0,79.0,124.1
Haryana,2019,8,Monsoon,28.5,65.7,1011.9,3.6,76.1,143.4
Haryana,2019,9,Monsoon,24.7,65.7,1014.6,3.8,66.2,118.5
Haryana,2019,10,Post-Monsoon,24.7,47.8,1006.7,3.6,70.1,84.3
Haryana,2019,11,Post-Monsoon,28.1,39.2,1020.3,1.2,42.2,41.2
Haryana,2019,12,Winter,22.6,36.8,1018.8,1.7,43.3,55.0
Haryana,2020,1,Winter,22.8,46.2,1007.7,2.7,58.0,72.1
Haryana,2020,2,Winter,25.3,57.0,1007.3,1.0,39.5,67.5
Haryana,2020,3,Pre-Monsoon,33.7,45.3,1007.4,1.4,51.3,70.0
Haryana,2020,4,Pre-Monsoon,30.1,52.6,1009.6,2.5,34.8,90.0
Haryana,2020,5,Pre-Monsoon,31.2,43.2,1013.4,2.1,12.8,46.8
Haryana,2020,6,Monsoon,30.8,57.9,1007.6,3.6,85.9,142.2
Haryana,2020,7,Monsoon,26.7,57.7,1013.6,2.9,77.2,140.8
Haryana,2020,8,Monsoon,24.5,52.7,1024.1,3.9,92.0,120.3
Haryana,2020,9,Monsoon,26.7,68.5,1006.8,4.6,69.3,87.6
Haryana,2020,10,Post-Monsoon,27.7,42.9,1011.9,1.3,58.9,111.3
Haryana,2020,11,Post-Monsoon,28.9,42.6,1000.9,4.5,34.1,48.7
Haryana,2020,12,Winter,23.8,54.3,1012.8,3.8,51.2,61.0
Haryana,2021,1,Winter,21.7,52.7,994.0,2.4,13.5,35.3
Haryana,2021,2,Winter,22.4,42.1,1009.1,1.4,69.4,114.5
Haryana,2021,3,Pre-Monsoon,27.7,57.7,1010.2,2.6,34.1,44.6
Haryana,2021,4,Pre-Monsoon,32.0,46.0,1009.7,1.2,21.6,8.2
Haryana,2021,5,Pre-Monsoon,30.0,35.4,1011.1,3.9,53.0,58.5
Haryana,2021,6,Monsoon,26.8,80.0,1016.6,4.2,53.6,92.1
Haryana,2021,7,Monsoon,28.7,59.9,1015.0,4.1,72.2,38.0
Haryana,2021,8,Monsoon,26.6,72.8,1008.6,4.6,63.7,98.4
Haryana,2021,9,Monsoon,26.6,57.5,1022.3,5.4,65.9,88.3
Haryana,2021,10,Post-Monsoon,28.1,50.1,1001.1,3.5,26.5,43.6
Haryana,2021,11,Post-Monsoon,32.3,47.4,1010.3,0.3,55.8,42.1
Haryana,2021,12,Winter,21.0,42.3,1022.9,3.3,32.6,48.5
Haryana,2022,1,Winter,21.8,46.1,1013.5,3.5,49.5,71.8
Haryana,2022,2,Winter,22.3,50.9,1012.4,1.4,29.0,50.5
Haryana,2022,3,Pre-Monsoon,31.8,43.5,1004.5,2.6,36.7,57.4
Haryana,2022,4,Pre-Monsoon,31.8,53.2,1008.8,1.9,19.4,57.8
Haryana,2022,5,Pre-Monsoon,32.9,42.5,1011.3,4.0,42.6,63.8
Haryana,2022,6,Monsoon,24.6,70.4,1006.5,3.4,69.8,83.8
Haryana,2022,7,Monsoon,26.6,53.5,1019.7,5.6,45.8,80.4
Haryana,2022,8,Monsoon,25.4,71.9,1012.5,4.5,72.2,120.1
Haryana,2022,9,Monsoon,24.5,69.9,1020.7,5.2,100.0,103.1
Haryana,2022,10,Post-Monsoon,28.9,44.2,1021.6,2.5,29.2,67.3
Haryana,2022,11,Post-Monsoon,26.0,33.7,1009.4,3.1,55.9,63.4
Haryana,2022,12,Winter,25.6,34.1,1009.9,2.2,33.3,44.8
Haryana,2023,1,Winter,24.4,41.4,1014.0,2.5,21.1,33.9
Haryana,2023,2,Winter,22.7,43.7,1013.2,2.6,28.5,69.2
Haryana,2023,3,Pre-Monsoon,27.7,39.2,1032.5,1.5,14.7,37.0
Haryana,2023,4,Pre-Monsoon,25.8,43.1,1028.0,1.0,5.3,0.0
Haryana,2023,5,Pre-Monsoon,31.8,54.0,1009.4,3.2,55.9,109.1
Haryana,2023,6,Monsoon,26.5,46.6,1007.3,4.1,71.1,78.2
Haryana,2023,7,Monsoon,29.2,75.2,1011.8,5.6,80.4,106.0
Haryana,2023,8,Monsoon,28.8,65.6,1027.4,3.1,67.3,79.7
Haryana,2023,9,Monsoon,27.9,75.1,1012.8,3.1,87.6,125.2
Haryana,2023,10,Post-Monsoon,23.1,45.0,1001.9,1.8,21.5,59.6
Haryana,2023,11,Post-Monsoon,27.2,34.7,1019.2,1.1,40.0,28.8
Haryana,2023,12,Winter,22.3,49.0,1016.7,3.8,33.8,55.9
Haryana,2024,1,Winter,22.1,46.5,1016.1,2.4,7.9,34.4
Haryana,2024,2,Winter,23.7,39.6,1004.0,4.0,42.4,51.4
Haryana,2024,3,Pre-Monsoon,27.7,38.4,1022.1,2.6,26.7,45.8
Haryana,2024,4,Pre-Monsoon,28.4,57.0,1022.5,2.0,25.6,0.0
Haryana,2024,5,Pre-Monsoon,27.0,34.3,1013.9,2.2,14.8,21.2
Haryana,2024,6,Monsoon,28.0,69.2,999.7,4.4,54.2,103.1
Haryana,2024,7,Monsoon,28.6,57.8,1007.6,4.0,41.2,71.3
Haryana,2024,8,Monsoon,26.5,72.8,1005.3,3.9,52.4,63.4
Haryana,2024,9,Monsoon,24.6,73.0,1008.1,4.6,69.3,70.6
Haryana,2024,10,Post-Monsoon,26.7,49.8,1004.5,3.3,22.3,36.2
Haryana,2024,11,Post-Monsoon,28.1,39.7,1013.3,2.2,36.9,0.4
Haryana,2024,12,Winter,19.3,49.9,1020.3,1.6,31.3,52.8
Uttar Pradesh,2010,1,Winter,26.4,38.8,1006.8,2.2,45.5,107.0
Uttar Pradesh,2010,2,Winter,24.5,43.7,1015.8,3.8,36.6,31.1
Uttar Pradesh,2010,3,Pre-Monsoon,33.9,60.3,1005.8,2.9,50.0,97.5
Uttar Pradesh,2010,4,Pre-Monsoon,31.9,52.1,1021.6,1.3,41.6,28.5
Uttar Pradesh,2010,5,Pre-Monsoon,34.1,52.9,1021.9,3.0,16.7,64.8
Uttar Pradesh,2010,6,Monsoon,32.1,82.1,1007.7,4.2,77.2,93.8
Uttar Pradesh,2010,7,Monsoon,32.4,76.2,994.1,4.8,69.8,102.4
Uttar Pradesh,2010,8,Monsoon,28.3,81.5,1020.8,4.8,69.9,95.6
Uttar Pradesh,2010,9,Monsoon,29.0,68.6,1017.1,5.0,98.1,137.9
Uttar Pradesh,2010,10,Post-Monsoon,27.6,61.6,1006.3,3.2,27.3,35.7
Uttar Pradesh,2010,11,Post-Monsoon,29.6,33.6,1000.7,2.3,36.2,41.5
Uttar Pradesh,2010,12,Winter,21.8,48.5,1015.7,3.1,34.8,73.7
Uttar Pradesh,2011,1,Winter,25.8,49.0,1011.0,1.1,33.4,73.9
Uttar Pradesh,2011,2,Winter,26.4,66.2,1010.9,3.8,32.1,90.5
Uttar Pradesh,2011,3,Pre-Monsoon,32.0,60.7,1023.3,2.3,38.3,83.5
Uttar Pradesh,2011,4,Pre-Monsoon,31.7,44.4,1028.0,2.0,37.4,68.5
Uttar Pradesh,2011,5,Pre-Monsoon,30.8,46.9,1014.8,0.7,30.7,51.7
Uttar Pradesh,2011,6,Monsoon,28.5,62.7,1024.2,4.6,96.5,99.9
Uttar Pradesh,2011,7,Monsoon,27.2,77.2,1011.5,3.3,97.0,106.9
Uttar Pradesh,2011,8,Monsoon,25.3,85.6,1009.5,3.9,48.5,121.2
Uttar Pradesh,2011,9,Monsoon,26.4,75.5,1019.4,4.9,74.1,62.8
Uttar Pradesh,2011,10,Post-Monsoon,27.4,56.5,1007.5,2.7,45.2,86.3
Uttar Pradesh,2011,11,Post-Monsoon,26.5,72.6,1018.4,2.5,51.3,124.6
Uttar Pradesh,2011,12,Winter,22.1,53.2,996.4,2.7,40.5,65.0
Uttar Pradesh,2012,1,Winter,23.7,38.6,1015.6,4.0,26.1,46.6
Uttar Pradesh,2012,2,Winter,21.9,58.7,1010.2,1.7,23.6,42.1
Uttar Pradesh,2012,3,Pre-Monsoon,32.8,44.5,1010.2,2.5,18.5,73.4
Uttar Pradesh,2012,4,Pre-Monsoon,30.3,49.6,1006.2,4.3,43.3,43.2
Uttar Pradesh,2012,5,Pre-Monsoon,34.2,56.6,1014.8,2.2,23.8,53.8
Uttar Pradesh,2012,6,Monsoon,27.9,89.5,1004.1,6.0,73.3,116.7
Uttar Pradesh,2012,7,Monsoon,30.7,70.0,1019.0,1.8,64.2,67.2
Uttar Pradesh,2012,8,Monsoon,26.5,73.3,1015.7,5.2,78.6,87.3
Uttar Pradesh,2012,9,Monsoon,29.7,76.0,1019.6,5.3,75.5,80.2
Uttar Pradesh,2012,10,Post-Monsoon,27.7,50.6,1010.8,2.8,45.7,61.6
Uttar Pradesh,2012,11,Post-Monsoon,29.0,56.1,1009.4,1.6,8.7,23.0
Uttar Pradesh,2012,12,Winter,25.9,49.4,1011.3,3.0,42.8,37.7
Uttar Pradesh,2013,1,Winter,27.0,64.0,1005.1,1.7,52.9,75.7
Uttar Pradesh,2013,2,Winter,20.6,43.8,1011.3,1.3,28.8,45.5
Uttar Pradesh,2013,3,Pre-Monsoon,34.9,52.7,1020.5,3.9,56.5,74.3
Uttar Pradesh,2013,4,Pre-Monsoon,28.1,58.7,1020.3,2.4,61.2,93.2
Uttar Pradesh,2013,5,Pre-Monsoon,33.1,63.7,1015.3,0.0,27.5,78.0
Uttar Pradesh,2013,6,Monsoon,27.4,73.2,1005.7,6.3,100.0,104.0
Uttar Pradesh,2013,7,Monsoon,29.3,69.6,1017.3,5.0,87.2,111.2
Uttar Pradesh,2013,8,Monsoon,34.9,66.8,1001.0,4.1,51.5,51.0
Uttar Pradesh,2013,9,Monsoon,27.0,67.6,1006.3,5.0,67.4,88.4
Uttar Pradesh,2013,10,Post-Monsoon,30.8,48.9,1011.1,2.9,5.9,0.0
Uttar Pradesh,2013,11,Post-Monsoon,29.7,58.9,1027.4,2.7,47.3,58.3
Uttar Pradesh,2013,12,Winter,25.6,68.3,998.1,2.9,67.0,101.0
Uttar Pradesh,2014,1,Winter,28.3,50.0,1012.8,2.5,1.7,2.0
Uttar Pradesh,2014,2,Winter,22.8,61.6,1019.1,2.8,47.4,44.7
Uttar Pradesh,2014,3,Pre-Monsoon,34.4,55.1,1013.4,2.2,45.3,38.8
Uttar Pradesh,2014,4,Pre-Monsoon,34.0,45.9,1005.3,3.2,33.7,30.3
Uttar Pradesh,2014,5,Pre-Monsoon,33.8,50.1,1011.6,3.9,58.1,72.4
Uttar Pradesh,2014,6,Monsoon,28.4,84.8,1006.4,3.6,39.7,79.5
Uttar Pradesh,2014,7,Monsoon,27.3,74.0,1006.6,5.2,69.4,49.8
Uttar Pradesh,2014,8,Monsoon,29.9,63.5,1007.1,2.4,53.6,57.2
Uttar Pradesh,2014,9,Monsoon,25.1,63.2,1013.0,4.0,100.0,104.6
Uttar Pradesh,2014,10,Post-Monsoon,27.3,59.5,1018.2,1.9,12.6,26.7
Uttar Pradesh,2014,11,Post-Monsoon,28.7,51.5,1016.1,1.7,17.7,28.6
Uttar Pradesh,2014,12,Winter,25.8,45.6,1019.5,0.7,26.3,24.8
Uttar Pradesh,2015,1,Winter,23.7,50.5,1026.1,1.6,71.6,60.1
Uttar Pradesh,2015,2,Winter,25.2,58.8,1030.7,1.5,18.2,15.7
Uttar Pradesh,2015,3,Pre-Monsoon,32.1,41.2,1013.2,4.2,37.3,30.4
Uttar Pradesh,2015,4,Pre-Monsoon,30.8,62.2,1007.2,4.3,64.0,63.5
Uttar Pradesh,2015,5,Pre-Monsoon,32.0,63.2,1020.7,1.7,27.1,17.4
Uttar Pradesh,2015,6,Monsoon,29.8,80.3,1003.6,4.0,54.8,50.8
Uttar Pradesh,2015,7,Monsoon,30.1,69.1,1010.9,2.9,77.8,68.9
Uttar Pradesh,2015,8,Monsoon,27.5,73.5,1014.3,3.7,52.9,81.7
Uttar Pradesh,2015,9,Monsoon,27.7,74.2,1020.1,8.0,56.3,63.4
Uttar Pradesh,2015,10,Post-Monsoon,27.6,50.7,1008.0,1.4,34.4,17.7
Uttar Pradesh,2015,11,Post-Monsoon,30.9,55.4,1016.0,2.0,29.5,39.4
Uttar Pradesh,2015,12,Winter,22.7,52.1,1007.0,1.6,3.4,40.6
Uttar Pradesh,2016,1,Winter,23.6,64.3,1020.5,1.2,18.7,96.5
Uttar Pradesh,2016,2,Winter,28.5,54.7,1014.8,1.9,41.5,45.8
Uttar Pradesh,2016,3,Pre-Monsoon,27.9,44.4,1013.1,1.4,34.0,27.1
Uttar Pradesh,2016,4,Pre-Monsoon,30.4,61.8,1014.7,2.5,48.2,79.4
Uttar Pradesh,2016,5,Pre-Monsoon,34.9,51.3,1010.0,1.2,28.6,68.9
Uttar Pradesh,2016,6,Monsoon,31.6,82.7,1000.4,5.6,47.4,105.3
Uttar Pradesh,2016,7,Monsoon,28.3,80.6,1003.7,5.7,53.0,76.0
Uttar Pradesh,2016,8,Monsoon,27.0,61.0,1013.7,6.3,100.0,113.1
Uttar Pradesh,2016,9,Monsoon,31.2,76.9,1016.5,4.2,77.9,112.6
Uttar Pradesh,2016,10,Post-Monsoon,27.8,54.4,1012.6,3.3,19.0,41.8
Uttar Pradesh,2016,11,Post-Monsoon,32.8,64.3,1022.4,2.5,39.8,81.5
Uttar Pradesh,2016,12,Winter,28.1,39.4,1003.8,3.8,30.8,33.4
Uttar Pradesh,2017,1,Winter,22.5,50.6,1003.2,4.6,34.7,55.6
Uttar Pradesh,2017,2,Winter,26.2,62.7,1019.6,3.6,25.5,44.2
Uttar Pradesh,2017,3,Pre-Monsoon,33.5,50.8,1013.0,2.9,46.8,27.2
Uttar Pradesh,2017,4,Pre-Monsoon,33.4,53.1,1018.0,3.3,59.1,99.1
Uttar Pradesh,2017,5,Pre-Monsoon,34.7,66.5,1015.0,2.5,48.1,87.0
Uttar Pradesh,2017,6,Monsoon,28.4,78.2,1012.8,3.6,94.4,118.4
Uttar Pradesh,2017,7,Monsoon,33.1,62.0,1009.1,4.5,92.1,115.2
Uttar Pradesh,2017,8,Monsoon,29.6,66.0,1004.9,4.8,54.5,70.6
Uttar Pradesh,2017,9,Monsoon,30.0,67.1,1024.2,5.7,51.4,53.1
Uttar Pradesh,2017,10,Post-Monsoon,24.4,48.7,1018.4,2.1,41.9,25.0
Uttar Pradesh,2017,11,Post-Monsoon,30.6,50.6,1013.1,2.4,15.9,14.8
Uttar Pradesh,2017,12,Winter,26.9,58.2,1020.4,2.8,37.1,22.0
Uttar Pradesh,2018,1,Winter,24.5,54.8,1026.7,3.2,58.0,80.6
Uttar Pradesh,2018,2,Winter,23.6,55.9,1014.7,1.6,29.2,47.0
Uttar Pradesh,2018,3,Pre-Monsoon,35.2,38.4,1021.4,1.6,14.4,49.6
Uttar Pradesh,2018,4,Pre-Monsoon,33.5,65.0,1018.6,4.6,43.4,63.2
Uttar Pradesh,2018,5,Pre-Monsoon,32.7,64.9,1007.5,1.8,30.4,18.2
Uttar Pradesh,2018,6,Monsoon,29.3,59.9,1013.4,5.4,67.8,118.4
Uttar Pradesh,2018,7,Monsoon,26.1,84.5,1017.7,2.8,100.0,122.4
Uttar Pradesh,2018,8,Monsoon,27.2,63.7,1011.5,4.4,76.5,88.9
Uttar Pradesh,2018,9,Monsoon,30.3,71.9,999.5,4.4,39.5,82.0
Uttar Pradesh,2018,10,Post-Monsoon,27.0,56.3,1022.2,1.6,50.9,57.0
Uttar Pradesh,2018,11,Post-Monsoon,32.5,52.1,1007.1,3.2,28.5,34.3
Uttar Pradesh,2018,12,Winter,24.0,54.6,1022.4,0.6,35.3,64.6
Uttar Pradesh,2019,1,Winter,25.4,65.5,1012.5,2.3,43.9,92.8
Uttar Pradesh,2019,2,Winter,24.2,59.1,1008.4,1.9,27.1,105.1
Uttar Pradesh,2019,3,Pre-Monsoon,25.6,58.2,1013.2,0.8,39.6,92.1
Uttar Pradesh,2019,4,Pre-Monsoon,33.2,33.8,1022.6,1.8,45.3,81.0
Uttar Pradesh,2019,5,Pre-Monsoon,30.2,60.3,1010.3,0.4,52.5,76.1
Uttar Pradesh,2019,6,Monsoon,27.3,71.8,1014.9,4.4,83.2,100.0
Uttar Pradesh,2019,7,Monsoon,27.5,74.1,1026.3,4.4,91.3,140.0
Uttar Pradesh,2019,8,Monsoon,28.0,73.0,1011.8,5.1,95.6,159.6
Uttar Pradesh,2019,9,Monsoon,31.4,67.3,1010.1,3.8,79.7,120.8
Uttar Pradesh,2019,10,Post-Monsoon,30.5,47.6,1013.3,3.2,4.0,89.5
Uttar Pradesh,2019,11,Post-Monsoon,28.4,38.8,1014.1,2.5,33.8,83.8
Uttar Pradesh,2019,12,Winter,26.5,57.4,1016.2,2.4,61.6,62.0
Uttar Pradesh,2020,1,Winter,25.3,55.5,1018.7,1.7,8.8,46.9
Uttar Pradesh,2020,2,Winter,25.6,66.9,1004.1,3.7,70.5,113.6
Uttar Pradesh,2020,3,Pre-Monsoon,29.4,51.7,1013.1,3.1,26.1,101.2
Uttar Pradesh,2020,4,Pre-Monsoon,29.8,41.1,1020.7,0.2,31.9,135.5
Uttar Pradesh,2020,5,Pre-Monsoon,32.0,46.0,1012.6,2.4,37.4,85.5
Uttar Pradesh,2020,6,Monsoon,26.9,88.5,1014.7,5.2,65.6,163.0
Uttar Pradesh,2020,7,Monsoon,28.5,77.2,1006.5,3.5,85.3,134.1
Uttar Pradesh,2020,8,Monsoon,27.3,69.9,1017.9,3.9,73.2,121.7
Uttar Pradesh,2020,9,Monsoon,25.2,63.2,1015.4,3.8,90.9,161.0
Uttar Pradesh,2020,10,Post-Monsoon,30.4,69.6,1012.4,3.1,26.2,138.8
Uttar Pradesh,2020,11,Post-Monsoon,33.0,55.1,1015.7,3.9,32.8,51.8
Uttar Pradesh,2020,12,Winter,26.7,55.6,1014.3,1.7,9.2,51.7
Uttar Pradesh,2021,1,Winter,26.8,53.2,1023.1,1.8,19.2,36.7
Uttar Pradesh,2021,2,Winter,24.8,61.2,1007.6,3.9,64.5,84.5
Uttar Pradesh,2021,3,Pre-Monsoon,34.5,46.5,1020.5,3.5,48.0,57.8
Uttar Pradesh,2021,4,Pre-Monsoon,26.1,49.9,1008.6,1.5,36.8,47.6
Uttar Pradesh,2021,5,Pre-Monsoon,30.4,46.5,1008.0,3.6,25.1,34.5
Uttar Pradesh,2021,6,Monsoon,28.1,77.7,1016.2,1.5,90.3,141.1
Uttar Pradesh,2021,7,Monsoon,26.9,67.2,1009.8,3.7,78.4,60.2
Uttar Pradesh,2021,8,Monsoon,26.8,87.3,1006.5,5.7,80.3,77.9
Uttar Pradesh,2021,9,Monsoon,30.3,74.1,1009.8,4.7,82.1,120.4
Uttar Pradesh,2021,10,Post-Monsoon,31.4,58.3,1003.4,2.0,79.1,111.4
Uttar Pradesh,2021,11,Post-Monsoon,33.7,66.2,1014.7,2.8,34.5,26.6
Uttar Pradesh,2021,12,Winter,25.0,64.7,1008.8,2.9,47.8,55.3
Uttar Pradesh,2022,1,Winter,24.1,46.9,1007.2,1.2,21.5,70.8
Uttar Pradesh,2022,2,Winter,23.2,56.0,1009.5,3.7,54.7,90.8
Uttar Pradesh,2022,3,Pre-Monsoon,32.6,53.2,1004.7,4.4,23.6,62.2
Uttar Pradesh,2022,4,Pre-Monsoon,34.1,50.6,1020.3,3.3,60.9,61.6
Uttar Pradesh,2022,5,Pre-Monsoon,29.4,51.0,1014.5,2.6,29.1,9.9
Uttar Pradesh,2022,6,Monsoon,29.9,90.8,1016.2,5.1,83.6,122.8
Uttar Pradesh,2022,7,Monsoon,30.9,78.2,1010.8,3.7,71.3,105.9
Uttar Pradesh,2022,8,Monsoon,28.4,77.5,1016.1,5.3,94.2,117.0
Uttar Pradesh,2022,9,Monsoon,26.4,72.2,1013.3,2.7,95.8,117.5
Uttar Pradesh,2022,10,Post-Monsoon,29.8,65.9,1008.6,3.1,33.4,59.1
Uttar Pradesh,2022,11,Post-Monsoon,27.5,68.3,1010.4,3.2,6.9,65.9
Uttar Pradesh,2022,12,Winter,27.1,55.8,1011.4,2.9,69.3,49.1
Uttar Pradesh,2023,1,Winter,26.6,47.7,1012.9,2.3,28.6,46.1
Uttar Pradesh,2023,2,Winter,22.7,63.2,1000.4,3.0,30.1,38.4
Uttar Pradesh,2023,3,Pre-Monsoon,32.4,42.5,1013.3,1.1,41.9,35.3
Uttar Pradesh,2023,4,Pre-Monsoon,31.1,57.4,1007.6,2.4,12.3,53.8
Uttar Pradesh,2023,5,Pre-Monsoon,35.5,77.3,1013.6,3.3,8.3,77.6
Uttar Pradesh,2023,6,Monsoon,30.6,71.1,1021.7,4.2,68.1,98.0
Uttar Pradesh,2023,7,Monsoon,26.9,83.2,1005.6,3.4,61.4,111.9
Uttar Pradesh,2023,8,Monsoon,27.8,64.2,1008.8,4.5,57.3,57.8
Uttar Pradesh,2023,9,Monsoon,33.2,68.1,1010.7,4.1,68.7,103.9
Uttar Pradesh,2023,10,Post-Monsoon,30.9,52.6,1004.3,3.8,33.6,91.3
Uttar Pradesh,2023,11,Post-Monsoon,24.5,56.6,1026.4,2.1,31.6,54.6
Uttar Pradesh,2023,12,Winter,23.9,52.5,1010.6,1.9,53.4,79.2
Uttar Pradesh,2024,1,Winter,25.5,61.5,1011.1,1.7,26.0,53.2
Uttar Pradesh,2024,2,Winter,22.9,51.0,1009.4,4.6,0.0,23.3
Uttar Pradesh,2024,3,Pre-Monsoon,35.5,56.0,1018.3,2.6,25.0,1.4
Uttar Pradesh,2024,4,Pre-Monsoon,32.4,48.8,1007.4,2.0,61.2,123.4
Uttar Pradesh,2024,5,Pre-Monsoon,32.4,51.3,1004.8,3.0,61.7,73.3
Uttar Pradesh,2024,6,Monsoon,24.2,80.4,1019.9,2.9,77.6,111.4
Uttar Pradesh,2024,7,Monsoon,28.9,68.7,1020.1,4.1,52.7,34.3
Uttar Pradesh,2024,8,Monsoon,31.5,79.9,1013.6,4.1,67.1,74.7
Uttar Pradesh,2024,9,Monsoon,28.1,58.0,1007.8,4.2,84.1,98.2
Uttar Pradesh,2024,10,Post-Monsoon,30.6,65.8,1020.4,3.0,35.2,39.8
Uttar Pradesh,2024,11,Post-Monsoon,30.5,68.4,1015.4,4.4,12.1,21.5
Uttar Pradesh,2024,12,Winter,26.7,57.1,1022.2,2.5,22.0,38.7
Bihar,2010,1,Winter,20.9,51.0,1019.8,3.4,40.4,20.6
Bihar,2010,2,Winter,23.3,50.2,1021.2,1.9,18.7,37.2
Bihar,2010,3,Pre-Monsoon,29.7,71.9,1007.9,1.1,2.7,41.5
Bihar,2010,4,Pre-Monsoon,29.9,48.6,1021.3,3.2,34.6,75.6
